po_id,po_line_id,vendor_id,po_date,item_id,ordered_quantity,unit_price,tax_rate,currency
PO03865,POL003865,V0455,2026-01-09,UTI-143,20,4644.79,0.05,INR
PO03866,POL003866,V0272,2026-03-25,UTI-065,100,700.53,0.05,INR
PO03867,POL003867,V0500,2026-07-10,UTI-017,100,2771.95,0.12,INR
PO03868,POL003868,V0111,2026-01-13,PRO-044,250,8164.62,0.12,INR
PO03869,POL003869,V0482,2026-01-17,IT -146,10,6851.09,0.0,INR
PO03870,POL003870,V0184,2026-01-26,MAR-059,10,2682.39,0.12,INR
PO03871,POL003871,V0073,2026-05-31,UTI-072,50,3020.13,0.0,INR
PO03872,POL003872,V0041,2026-07-04,FAC-132,20,5969.9,0.0,INR
PO03873,POL003873,V0217,2026-03-02,PRO-083,5,30786.59,0.12,INR
PO03874,POL003874,V0315,2026-02-13,UTI-131,20,335.06,0.0,INR
PO03875,POL003875,V0209,2026-05-06,IT -101,5,16871.73,0.0,INR
PO03876,POL003876,V0074,2026-06-14,MAN-047,500,2606.11,0.12,INR
PO03877,POL003877,V0070,2026-02-17,LOG-155,1,10096.72,0.0,INR
PO03878,POL003878,V0172,2026-06-16,PRO-096,250,3306.05,0.18,INR
PO03879,POL003879,V0419,2026-04-29,UTI-127,20,2167.95,0.05,INR
PO03880,POL003880,V0185,2026-02-08,MAR-120,250,5305.85,0.05,INR
PO03881,POL003881,V0076,2026-06-06,MAN-139,500,1196.64,0.12,INR
PO03882,POL003882,V0032,2026-01-17,MAN-097,20,1855.79,0.0,INR
PO03883,POL003883,V0482,2026-06-11,IT -074,100,18252.94,0.18,INR
PO03884,POL003884,V0395,2026-01-14,MAN-081,250,805.22,0.12,INR
PO03885,POL003885,V0478,2026-07-04,UTI-004,20,1345.43,0.12,INR
PO03886,POL003886,V0419,2026-01-09,UTI-093,500,2887.15,0.05,INR
PO03887,POL003887,V0045,2026-07-21,MAN-082,2,2971.03,0.12,INR
PO03888,POL003888,V0089,2026-04-07,PRO-049,500,29986.22,0.12,INR
PO03889,POL003889,V0365,2026-05-11,MAR-098,500,12091.41,0.18,INR
PO03890,POL003890,V0273,2026-05-19,FAC-004,50,5011.49,0.05,INR
PO03891,POL003891,V0316,2026-01-30,MAR-039,10,15965.47,0.0,INR
PO03892,POL003892,V0361,2026-02-10,MAR-090,2,2141.77,0.0,INR
PO03893,POL003893,V0449,2026-04-23,IT -138,5,9481.22,0.12,INR
PO03894,POL003894,V0342,2026-05-19,UTI-078,20,1553.54,0.12,INR
PO03895,POL003895,V0459,2026-01-23,OFF-042,10,604.47,0.18,INR
PO03896,POL003896,V0214,2026-01-24,FAC-040,100,7685.25,0.05,INR
PO03897,POL003897,V0077,2026-04-18,MAR-127,10,15591.12,0.18,INR
PO03898,POL003898,V0498,2026-03-20,MAN-014,20,220.79,0.12,INR
PO03899,POL003899,V0209,2026-05-20,IT -150,1,9077.0,0.0,INR
PO03900,POL003900,V0103,2026-06-09,OFF-039,1,186.34,0.05,INR
PO03901,POL003901,V0420,2026-03-26,FAC-020,250,1886.83,0.18,INR
PO03902,POL003902,V0255,2026-07-09,LOG-054,250,1884.01,0.0,INR
PO03903,POL003903,V0355,2026-05-05,PRO-120,500,29199.76,0.18,INR
PO03904,POL003904,V0432,2026-03-09,PRO-078,250,15090.19,0.0,INR
PO03905,POL003905,V0197,2026-07-30,MAR-020,500,11976.42,0.12,INR
PO03906,POL003906,V0458,2026-01-24,LOG-098,20,11312.81,0.18,INR
PO03907,POL003907,V0357,2026-07-23,OFF-084,5,136.55,0.0,INR
PO03908,POL003908,V0027,2026-01-10,FAC-053,50,5918.39,0.05,INR
PO03909,POL003909,V0434,2026-07-24,UTI-060,20,3339.06,0.12,INR
PO03910,POL003910,V0069,2026-02-22,LOG-052,500,1439.78,0.0,INR
PO03911,POL003911,V0468,2026-04-07,MAR-081,1,10456.47,0.05,INR
PO03912,POL003912,V0236,2026-06-15,PRO-055,10,11434.13,0.05,INR
PO03913,POL003913,V0154,2026-06-06,LOG-136,100,7722.6,0.12,INR
PO03914,POL003914,V0316,2026-04-16,MAR-100,10,10198.39,0.18,INR
PO03915,POL003915,V0152,2026-01-27,FAC-049,250,884.18,0.0,INR
PO03916,POL003916,V0249,2026-01-14,LOG-078,2,1000.54,0.0,INR
PO03917,POL003917,V0091,2026-02-10,FAC-152,100,5752.32,0.18,INR
PO03918,POL003918,V0116,2026-06-12,LOG-068,2,6494.41,0.05,INR
PO03919,POL003919,V0202,2026-02-25,MAN-065,20,1626.35,0.18,INR
PO03920,POL003920,V0498,2026-03-30,MAN-041,2,3028.86,0.18,INR
PO03921,POL003921,V0324,2026-02-26,UTI-069,1,2879.77,0.05,INR
PO03922,POL003922,V0154,2026-02-23,LOG-052,5,6125.31,0.05,INR
PO03923,POL003923,V0500,2026-05-31,UTI-020,20,2794.99,0.12,INR
PO03924,POL003924,V0115,2026-03-29,MAR-058,50,12310.13,0.18,INR
PO03925,POL003925,V0189,2026-02-11,OFF-055,2,138.91,0.12,INR
PO03926,POL003926,V0154,2026-05-24,LOG-121,250,11224.83,0.18,INR
PO03927,POL003927,V0322,2026-07-04,MAN-124,250,2014.98,0.18,INR
PO03928,POL003928,V0208,2026-07-26,OFF-023,2,1032.88,0.05,INR
PO03929,POL003929,V0002,2026-06-03,MAR-049,500,10044.94,0.05,INR
PO03930,POL003930,V0245,2026-03-09,OFF-153,20,1800.3,0.18,INR
PO03931,POL003931,V0449,2026-02-08,IT -093,250,16593.3,0.18,INR
PO03932,POL003932,V0487,2026-02-22,LOG-078,500,3764.63,0.0,INR
PO03933,POL003933,V0263,2026-02-18,OFF-131,2,1441.06,0.0,INR
PO03934,POL003934,V0398,2026-04-20,PRO-088,50,8484.67,0.18,INR
PO03935,POL003935,V0152,2026-02-03,FAC-081,10,873.9,0.0,INR
PO03936,POL003936,V0452,2026-02-23,FAC-094,250,2466.32,0.18,INR
PO03937,POL003937,V0065,2026-07-18,MAR-086,1,16038.75,0.12,INR
PO03938,POL003938,V0161,2026-04-18,IT -041,2,4773.89,0.18,INR
PO03939,POL003939,V0337,2026-03-23,OFF-146,50,1323.52,0.0,INR
PO03940,POL003940,V0066,2026-04-07,UTI-135,250,3633.79,0.0,INR
PO03941,POL003941,V0475,2026-04-07,PRO-119,20,32617.51,0.0,INR
PO03942,POL003942,V0228,2026-05-29,PRO-121,1,5246.46,0.18,INR
PO03943,POL003943,V0136,2026-06-12,OFF-005,5,1069.06,0.05,INR
PO03944,POL003944,V0293,2026-01-25,MAN-144,20,1268.26,0.0,INR
PO03945,POL003945,V0280,2026-06-29,UTI-001,500,3771.09,0.18,INR
PO03946,POL003946,V0115,2026-06-10,MAR-002,250,8012.68,0.12,INR
PO03947,POL003947,V0132,2026-04-24,PRO-051,5,4594.18,0.18,INR
PO03948,POL003948,V0467,2026-07-12,LOG-047,10,6048.01,0.18,INR
PO03949,POL003949,V0326,2026-04-11,PRO-074,1,4669.49,0.05,INR
PO03950,POL003950,V0068,2026-06-21,PRO-102,50,17673.8,0.18,INR
PO03951,POL003951,V0470,2026-04-10,FAC-109,2,3953.99,0.0,INR
PO03952,POL003952,V0026,2026-02-23,LOG-004,5,2970.77,0.12,INR
PO03953,POL003953,V0201,2026-06-20,OFF-134,500,1252.33,0.0,INR
PO03954,POL003954,V0050,2026-02-10,MAN-070,250,1046.69,0.0,INR
PO03955,POL003955,V0187,2026-01-26,FAC-082,500,3899.73,0.0,INR
PO03956,POL003956,V0325,2026-07-18,MAR-137,100,2952.75,0.18,INR
PO03957,POL003957,V0411,2026-01-25,OFF-135,500,1007.42,0.12,INR
PO03958,POL003958,V0408,2026-05-08,FAC-009,1,2952.68,0.0,INR
PO03959,POL003959,V0180,2026-03-22,FAC-091,500,3866.15,0.0,INR
PO03960,POL003960,V0357,2026-05-06,OFF-042,2,1338.33,0.0,INR
PO03961,POL003961,V0303,2026-02-06,LOG-093,250,2121.99,0.12,INR
PO03962,POL003962,V0263,2026-01-31,OFF-090,500,1821.17,0.12,INR
PO03963,POL003963,V0111,2026-06-24,PRO-140,1,10956.1,0.18,INR
PO03964,POL003964,V0262,2026-03-14,PRO-059,50,32717.85,0.05,INR
PO03965,POL003965,V0365,2026-03-30,MAR-056,1,6678.69,0.12,INR
PO03966,POL003966,V0138,2026-06-19,OFF-113,5,1212.8,0.18,INR
PO03967,POL003967,V0287,2026-03-31,MAR-159,500,745.55,0.12,INR
PO03968,POL003968,V0033,2026-05-11,FAC-028,2,4163.44,0.12,INR
PO03969,POL003969,V0232,2026-07-04,LOG-159,1,3925.75,0.18,INR
PO03970,POL003970,V0246,2026-01-12,IT -018,20,12834.88,0.05,INR
PO03971,POL003971,V0101,2026-04-02,IT -083,100,14065.51,0.12,INR
PO03972,POL003972,V0270,2026-05-06,IT -013,250,14915.93,0.18,INR
PO03973,POL003973,V0485,2026-06-13,OFF-116,1,608.44,0.05,INR
PO03974,POL003974,V0434,2026-07-11,UTI-112,500,4754.69,0.05,INR
PO03975,POL003975,V0043,2026-05-12,IT -033,20,7591.86,0.18,INR
PO03976,POL003976,V0270,2026-03-09,IT -065,5,5466.7,0.0,INR
PO03977,POL003977,V0002,2026-05-01,MAR-099,2,17834.64,0.12,INR
PO03978,POL003978,V0112,2026-06-01,MAR-093,250,12138.41,0.12,INR
PO03979,POL003979,V0139,2026-04-17,MAN-060,500,799.5,0.05,INR
PO03980,POL003980,V0089,2026-02-08,PRO-061,20,30219.7,0.18,INR
PO03981,POL003981,V0417,2026-02-11,OFF-019,20,972.69,0.18,INR
PO03982,POL003982,V0166,2026-03-20,MAR-131,250,14497.24,0.0,INR
PO03983,POL003983,V0003,2026-02-20,LOG-017,5,7001.34,0.0,INR
PO03984,POL003984,V0050,2026-07-19,MAN-112,50,1300.81,0.12,INR
PO03985,POL003985,V0452,2026-03-29,FAC-010,1,1426.36,0.0,INR
PO03986,POL003986,V0280,2026-03-19,UTI-092,250,1594.24,0.0,INR
PO03987,POL003987,V0125,2026-02-25,LOG-013,10,1751.36,0.0,INR
PO03988,POL003988,V0200,2026-07-20,LOG-072,100,9120.76,0.18,INR
PO03989,POL003989,V0200,2026-01-09,LOG-156,1,2281.42,0.05,INR
PO03990,POL003990,V0121,2026-04-22,LOG-018,100,1769.11,0.05,INR
PO03991,POL003991,V0466,2026-05-22,FAC-041,500,5699.23,0.12,INR
PO03992,POL003992,V0287,2026-05-13,MAR-019,50,6106.11,0.05,INR
PO03993,POL003993,V0373,2026-01-22,IT -121,1,3325.79,0.12,INR
PO03994,POL003994,V0498,2026-04-02,MAN-077,250,1908.87,0.0,INR
PO03995,POL003995,V0122,2026-05-23,PRO-062,20,6329.51,0.18,INR
PO03996,POL003996,V0106,2026-03-21,PRO-135,500,33314.35,0.18,INR
PO03997,POL003997,V0462,2026-02-18,MAR-132,50,10135.72,0.18,INR
PO03998,POL003998,V0076,2026-04-11,MAN-156,20,1574.86,0.0,INR
PO03999,POL003999,V0346,2026-02-20,OFF-128,50,682.27,0.0,INR
PO04000,POL004000,V0045,2026-05-07,MAN-008,500,1036.12,0.18,INR
PO04001,POL004001,V0318,2026-06-14,IT -012,2,22645.37,0.18,INR
PO04002,POL004002,V0099,2026-05-24,PRO-121,2,19308.21,0.0,INR
PO04003,POL004003,V0493,2026-01-19,IT -099,250,5822.79,0.05,INR
PO04004,POL004004,V0227,2026-01-21,FAC-100,250,6917.57,0.05,INR
PO04005,POL004005,V0243,2026-01-11,MAN-078,20,465.94,0.18,INR
PO04006,POL004006,V0008,2026-07-11,UTI-117,5,3893.65,0.05,INR
PO04007,POL004007,V0191,2026-04-12,IT -103,5,11600.0,0.05,INR
PO04008,POL004008,V0376,2026-02-21,MAN-135,100,1243.99,0.05,INR
PO04009,POL004009,V0396,2026-02-24,FAC-063,20,4524.57,0.0,INR
PO04010,POL004010,V0375,2026-07-29,IT -127,100,2458.65,0.05,INR
PO04011,POL004011,V0364,2026-03-24,OFF-144,100,468.23,0.18,INR
PO04012,POL004012,V0073,2026-03-04,UTI-033,10,623.36,0.0,INR
PO04013,POL004013,V0078,2026-02-19,PRO-131,100,36440.9,0.05,INR
PO04014,POL004014,V0218,2026-03-27,OFF-144,20,1424.79,0.12,INR
PO04015,POL004015,V0485,2026-06-17,OFF-137,10,423.79,0.05,INR
PO04016,POL004016,V0220,2026-03-10,MAN-099,10,3012.68,0.05,INR
PO04017,POL004017,V0245,2026-01-23,OFF-001,1,1106.12,0.05,INR
PO04018,POL004018,V0443,2026-01-05,LOG-005,50,5404.4,0.12,INR
PO04019,POL004019,V0483,2026-04-09,LOG-060,5,8852.52,0.18,INR
PO04020,POL004020,V0250,2026-01-29,IT -099,2,3933.95,0.12,INR
PO04021,POL004021,V0474,2026-06-07,OFF-123,2,253.22,0.0,INR
PO04022,POL004022,V0066,2026-03-09,UTI-076,50,1359.73,0.05,INR
PO04023,POL004023,V0084,2026-03-14,PRO-019,2,33789.1,0.18,INR
PO04024,POL004024,V0312,2026-01-07,PRO-097,10,10435.69,0.0,INR
PO04025,POL004025,V0143,2026-04-19,FAC-149,5,339.12,0.05,INR
PO04026,POL004026,V0173,2026-04-16,UTI-116,5,4856.24,0.0,INR
PO04027,POL004027,V0373,2026-02-27,IT -150,5,9434.21,0.18,INR
PO04028,POL004028,V0459,2026-02-20,OFF-125,2,1700.4,0.18,INR
PO04029,POL004029,V0225,2026-01-08,FAC-053,50,6085.0,0.12,INR
PO04030,POL004030,V0468,2026-06-20,MAR-126,250,10436.83,0.18,INR
PO04031,POL004031,V0391,2026-05-03,MAN-147,10,159.83,0.05,INR
PO04032,POL004032,V0217,2026-07-14,PRO-066,2,28420.54,0.12,INR
PO04033,POL004033,V0475,2026-04-30,PRO-023,2,13491.37,0.12,INR
PO04034,POL004034,V0448,2026-06-09,IT -074,50,4260.95,0.12,INR
PO04035,POL004035,V0396,2026-06-18,FAC-019,1,1873.49,0.0,INR
PO04036,POL004036,V0026,2026-02-02,LOG-148,1,5141.71,0.0,INR
PO04037,POL004037,V0344,2026-06-04,UTI-052,100,4850.75,0.05,INR
PO04038,POL004038,V0028,2026-06-22,OFF-063,250,601.23,0.18,INR
PO04039,POL004039,V0478,2026-03-02,UTI-079,500,4520.61,0.18,INR
PO04040,POL004040,V0450,2026-03-05,FAC-022,250,1524.62,0.0,INR
PO04041,POL004041,V0226,2026-01-06,IT -055,10,2556.2,0.18,INR
PO04042,POL004042,V0186,2026-06-30,IT -090,2,23584.77,0.0,INR
PO04043,POL004043,V0358,2026-06-08,OFF-070,5,674.8,0.0,INR
PO04044,POL004044,V0201,2026-01-31,OFF-086,500,1939.38,0.05,INR
PO04045,POL004045,V0383,2026-04-06,PRO-087,1,5140.36,0.05,INR
PO04046,POL004046,V0078,2026-03-03,PRO-059,100,27667.96,0.12,INR
PO04047,POL004047,V0320,2026-07-06,MAN-142,10,3456.6,0.0,INR
PO04048,POL004048,V0082,2026-06-17,LOG-131,500,4679.82,0.0,INR
PO04049,POL004049,V0248,2026-03-13,FAC-080,100,1559.67,0.05,INR
PO04050,POL004050,V0034,2026-02-09,MAN-111,100,2917.39,0.05,INR
PO04051,POL004051,V0041,2026-04-17,FAC-062,1,3230.62,0.05,INR
PO04052,POL004052,V0367,2026-01-03,IT -003,10,3355.49,0.0,INR
PO04053,POL004053,V0432,2026-04-14,PRO-155,2,23539.0,0.05,INR
PO04054,POL004054,V0411,2026-01-15,OFF-028,100,698.02,0.05,INR
PO04055,POL004055,V0496,2026-02-08,MAR-006,10,13671.64,0.18,INR
PO04056,POL004056,V0021,2026-02-26,LOG-088,10,11110.19,0.12,INR
PO04057,POL004057,V0245,2026-02-24,OFF-126,50,385.88,0.05,INR
PO04058,POL004058,V0028,2026-05-01,OFF-150,10,1082.54,0.12,INR
PO04059,POL004059,V0278,2026-01-26,OFF-108,20,383.08,0.18,INR
PO04060,POL004060,V0411,2026-07-25,OFF-090,500,133.92,0.18,INR
PO04061,POL004061,V0284,2026-04-26,LOG-134,100,8664.56,0.05,INR
PO04062,POL004062,V0364,2026-03-27,OFF-075,2,807.5,0.0,INR
PO04063,POL004063,V0500,2026-04-08,UTI-083,250,3279.23,0.0,INR
PO04064,POL004064,V0179,2026-03-10,FAC-148,2,719.15,0.18,INR
PO04065,POL004065,V0179,2026-02-08,FAC-045,100,3856.73,0.18,INR
PO04066,POL004066,V0152,2026-05-31,FAC-141,10,3719.75,0.05,INR
PO04067,POL004067,V0059,2026-05-07,IT -157,2,5408.37,0.05,INR
PO04068,POL004068,V0227,2026-01-17,FAC-113,50,5922.12,0.12,INR
PO04069,POL004069,V0282,2026-07-18,FAC-069,10,7046.93,0.18,INR
PO04070,POL004070,V0117,2026-04-24,OFF-153,2,1912.42,0.05,INR
PO04071,POL004071,V0049,2026-04-20,MAR-090,5,9597.76,0.0,INR
PO04072,POL004072,V0250,2026-03-23,IT -039,2,24454.11,0.18,INR
PO04073,POL004073,V0281,2026-02-15,IT -089,250,23534.27,0.0,INR
PO04074,POL004074,V0353,2026-04-25,PRO-040,5,12398.02,0.12,INR
PO04075,POL004075,V0098,2026-01-04,IT -105,2,5438.74,0.05,INR
PO04076,POL004076,V0111,2026-04-11,PRO-056,50,26787.55,0.0,INR
PO04077,POL004077,V0138,2026-03-20,OFF-103,2,1515.64,0.0,INR
PO04078,POL004078,V0298,2026-04-13,MAN-078,1,1284.46,0.18,INR
PO04079,POL004079,V0264,2026-01-10,UTI-067,250,1997.06,0.05,INR
PO04080,POL004080,V0351,2026-06-16,MAR-134,250,5111.2,0.0,INR
PO04081,POL004081,V0406,2026-04-04,FAC-121,10,5956.5,0.12,INR
PO04082,POL004082,V0254,2026-06-15,FAC-059,50,3107.53,0.05,INR
PO04083,POL004083,V0182,2026-07-07,IT -088,100,16490.09,0.12,INR
PO04084,POL004084,V0196,2026-01-04,MAN-094,50,1153.48,0.18,INR
PO04085,POL004085,V0415,2026-03-29,MAR-011,250,4635.31,0.05,INR
PO04086,POL004086,V0212,2026-05-22,FAC-044,5,5370.73,0.18,INR
PO04087,POL004087,V0003,2026-03-17,LOG-025,1,5851.39,0.18,INR
PO04088,POL004088,V0361,2026-06-03,MAR-102,10,3618.11,0.05,INR
PO04089,POL004089,V0147,2026-03-20,OFF-023,500,1935.72,0.05,INR
PO04090,POL004090,V0041,2026-03-02,FAC-079,500,929.1,0.05,INR
PO04091,POL004091,V0080,2026-01-23,PRO-081,100,39787.29,0.05,INR
PO04092,POL004092,V0369,2026-05-04,IT -106,10,10917.21,0.05,INR
PO04093,POL004093,V0397,2026-05-18,PRO-065,50,8995.98,0.05,INR
PO04094,POL004094,V0117,2026-02-13,OFF-039,10,1162.39,0.05,INR
PO04095,POL004095,V0421,2026-07-16,MAR-014,20,10091.89,0.05,INR
PO04096,POL004096,V0102,2026-03-19,PRO-131,10,8922.42,0.0,INR
PO04097,POL004097,V0448,2026-07-18,IT -091,10,5303.22,0.12,INR
PO04098,POL004098,V0111,2026-04-23,PRO-130,500,27340.18,0.0,INR
PO04099,POL004099,V0377,2026-05-01,MAN-051,250,1539.43,0.12,INR
PO04100,POL004100,V0395,2026-03-30,MAN-039,2,1881.21,0.18,INR
PO04101,POL004101,V0364,2026-04-15,OFF-067,2,1957.66,0.0,INR
PO04102,POL004102,V0274,2026-02-06,MAN-101,2,1703.65,0.05,INR
PO04103,POL004103,V0443,2026-05-03,LOG-034,1,10610.73,0.0,INR
PO04104,POL004104,V0370,2026-03-29,IT -137,20,7678.0,0.12,INR
PO04105,POL004105,V0375,2026-07-17,IT -102,100,11736.76,0.0,INR
PO04106,POL004106,V0167,2026-07-02,IT -085,2,15290.33,0.18,INR
PO04107,POL004107,V0126,2026-03-07,OFF-028,20,1531.85,0.18,INR
PO04108,POL004108,V0312,2026-01-28,PRO-138,50,17002.09,0.05,INR
PO04109,POL004109,V0396,2026-05-20,FAC-107,20,5565.32,0.0,INR
PO04110,POL004110,V0476,2026-07-20,PRO-008,50,29318.15,0.12,INR
PO04111,POL004111,V0003,2026-05-23,LOG-119,1,9313.95,0.12,INR
PO04112,POL004112,V0490,2026-07-26,UTI-066,100,2578.88,0.05,INR
PO04113,POL004113,V0332,2026-07-02,OFF-036,5,1891.8,0.05,INR
PO04114,POL004114,V0274,2026-06-02,MAN-037,50,842.38,0.12,INR
PO04115,POL004115,V0327,2026-02-09,MAN-056,100,1320.25,0.05,INR
PO04116,POL004116,V0452,2026-04-11,FAC-033,250,7736.64,0.18,INR
PO04117,POL004117,V0328,2026-01-17,PRO-063,100,33404.91,0.12,INR
PO04118,POL004118,V0305,2026-03-19,IT -139,1,7503.91,0.0,INR
PO04119,POL004119,V0443,2026-04-02,LOG-087,2,10616.4,0.0,INR
PO04120,POL004120,V0102,2026-07-10,PRO-123,5,35477.65,0.05,INR
PO04121,POL004121,V0087,2026-06-28,OFF-039,2,669.85,0.05,INR
PO04122,POL004122,V0250,2026-01-17,IT -057,100,7628.34,0.0,INR
PO04123,POL004123,V0450,2026-05-17,FAC-082,250,1474.28,0.0,INR
PO04124,POL004124,V0235,2026-05-14,UTI-067,50,2667.1,0.12,INR
PO04125,POL004125,V0343,2026-02-23,OFF-004,20,580.78,0.05,INR
PO04126,POL004126,V0256,2026-06-26,UTI-047,500,3001.71,0.0,INR
PO04127,POL004127,V0497,2026-06-17,LOG-133,250,11877.55,0.05,INR
PO04128,POL004128,V0356,2026-03-19,MAR-112,500,10986.98,0.0,INR
PO04129,POL004129,V0281,2026-01-02,IT -078,10,15617.36,0.05,INR
PO04130,POL004130,V0039,2026-06-20,IT -085,20,5228.24,0.18,INR
PO04131,POL004131,V0443,2026-07-07,LOG-138,20,898.46,0.18,INR
PO04132,POL004132,V0313,2026-03-07,OFF-024,5,1653.86,0.18,INR
PO04133,POL004133,V0439,2026-02-06,PRO-112,50,16042.91,0.18,INR
PO04134,POL004134,V0058,2026-03-26,FAC-134,50,2249.05,0.12,INR
PO04135,POL004135,V0398,2026-05-14,PRO-114,50,36116.92,0.18,INR
PO04136,POL004136,V0069,2026-02-07,LOG-084,500,2832.48,0.12,INR
PO04137,POL004137,V0273,2026-05-14,FAC-030,20,2791.82,0.0,INR
PO04138,POL004138,V0449,2026-01-29,IT -036,100,23245.58,0.0,INR
PO04139,POL004139,V0182,2026-07-11,IT -074,50,24718.16,0.12,INR
PO04140,POL004140,V0463,2026-07-10,IT -067,100,19791.42,0.05,INR
PO04141,POL004141,V0220,2026-01-15,MAN-033,250,666.4,0.0,INR
PO04142,POL004142,V0417,2026-06-20,OFF-055,20,1868.38,0.12,INR
PO04143,POL004143,V0262,2026-01-13,PRO-077,50,12888.94,0.18,INR
PO04144,POL004144,V0483,2026-07-27,LOG-156,1,4224.08,0.12,INR
PO04145,POL004145,V0278,2026-05-02,OFF-125,20,322.01,0.18,INR
PO04146,POL004146,V0286,2026-06-17,OFF-081,500,762.81,0.05,INR
PO04147,POL004147,V0185,2026-01-23,MAR-119,100,15051.83,0.18,INR
PO04148,POL004148,V0165,2026-07-24,PRO-028,5,36846.79,0.12,INR
PO04149,POL004149,V0262,2026-02-13,PRO-111,100,24911.28,0.18,INR
PO04150,POL004150,V0254,2026-01-31,FAC-091,2,3380.73,0.05,INR
PO04151,POL004151,V0026,2026-03-28,LOG-034,10,4833.22,0.18,INR
PO04152,POL004152,V0080,2026-07-28,PRO-023,20,33702.17,0.05,INR
PO04153,POL004153,V0463,2026-07-04,IT -155,2,19522.71,0.05,INR
PO04154,POL004154,V0400,2026-01-18,MAN-065,1,2860.63,0.12,INR
PO04155,POL004155,V0107,2026-06-19,UTI-060,20,3002.57,0.05,INR
PO04156,POL004156,V0207,2026-02-20,UTI-024,10,2716.62,0.05,INR
PO04157,POL004157,V0084,2026-07-21,PRO-019,20,9675.09,0.0,INR
PO04158,POL004158,V0211,2026-04-09,OFF-054,2,1661.51,0.05,INR
PO04159,POL004159,V0451,2026-02-11,IT -148,100,11937.48,0.0,INR
PO04160,POL004160,V0140,2026-01-18,OFF-062,1,709.06,0.0,INR
PO04161,POL004161,V0253,2026-01-14,PRO-129,1,26135.01,0.18,INR
PO04162,POL004162,V0257,2026-01-05,PRO-106,20,9017.25,0.18,INR
PO04163,POL004163,V0108,2026-06-17,LOG-018,50,664.81,0.05,INR
PO04164,POL004164,V0225,2026-03-05,FAC-087,50,2442.6,0.12,INR
PO04165,POL004165,V0478,2026-04-25,UTI-050,1,1289.2,0.05,INR
PO04166,POL004166,V0401,2026-03-13,LOG-122,50,6142.77,0.05,INR
PO04167,POL004167,V0285,2026-05-23,IT -044,500,13268.1,0.05,INR
PO04168,POL004168,V0179,2026-03-17,FAC-018,100,7449.79,0.0,INR
PO04169,POL004169,V0170,2026-04-25,UTI-116,50,1564.7,0.05,INR
PO04170,POL004170,V0268,2026-05-04,OFF-144,20,698.62,0.18,INR
PO04171,POL004171,V0015,2026-01-11,FAC-038,250,7499.64,0.05,INR
PO04172,POL004172,V0057,2026-02-11,IT -010,250,11790.55,0.0,INR
PO04173,POL004173,V0013,2026-05-27,FAC-005,5,2766.19,0.12,INR
PO04174,POL004174,V0479,2026-04-18,FAC-139,100,2817.15,0.18,INR
PO04175,POL004175,V0178,2026-07-01,MAR-131,500,10085.66,0.0,INR
PO04176,POL004176,V0201,2026-02-12,OFF-146,1,560.29,0.12,INR
PO04177,POL004177,V0348,2026-07-24,LOG-053,100,1329.7,0.12,INR
PO04178,POL004178,V0103,2026-02-05,OFF-150,100,1749.31,0.05,INR
PO04179,POL004179,V0447,2026-01-25,OFF-091,250,736.92,0.18,INR
PO04180,POL004180,V0272,2026-05-22,UTI-080,20,1098.76,0.18,INR
PO04181,POL004181,V0118,2026-01-30,LOG-082,100,565.89,0.12,INR
PO04182,POL004182,V0345,2026-03-22,UTI-106,500,3885.11,0.12,INR
PO04183,POL004183,V0360,2026-02-24,FAC-148,50,7576.24,0.12,INR
PO04184,POL004184,V0094,2026-01-15,MAN-091,500,2545.01,0.0,INR
PO04185,POL004185,V0076,2026-07-02,MAN-119,2,1780.0,0.0,INR
PO04186,POL004186,V0175,2026-04-30,FAC-127,5,4577.81,0.12,INR
PO04187,POL004187,V0452,2026-03-14,FAC-011,500,2057.22,0.12,INR
PO04188,POL004188,V0449,2026-04-29,IT -058,20,9991.53,0.0,INR
PO04189,POL004189,V0193,2026-03-24,PRO-082,20,35334.88,0.05,INR
PO04190,POL004190,V0458,2026-07-10,LOG-118,50,4419.08,0.0,INR
PO04191,POL004191,V0448,2026-05-23,IT -137,250,21810.49,0.05,INR
PO04192,POL004192,V0049,2026-03-13,MAR-102,20,2854.85,0.0,INR
PO04193,POL004193,V0334,2026-01-09,MAR-039,100,12585.47,0.0,INR
PO04194,POL004194,V0227,2026-02-04,FAC-013,10,2567.86,0.0,INR
PO04195,POL004195,V0199,2026-04-09,IT -102,50,11913.05,0.05,INR
PO04196,POL004196,V0160,2026-04-08,LOG-020,1,3005.62,0.18,INR
PO04197,POL004197,V0009,2026-01-28,FAC-134,250,876.68,0.12,INR
PO04198,POL004198,V0145,2026-05-19,UTI-064,2,2023.3,0.18,INR
PO04199,POL004199,V0263,2026-07-18,OFF-078,2,1128.35,0.12,INR
PO04200,POL004200,V0016,2026-07-19,LOG-141,100,1846.42,0.05,INR
PO04201,POL004201,V0485,2026-02-20,OFF-139,2,848.12,0.18,INR
PO04202,POL004202,V0315,2026-06-18,UTI-150,10,1117.88,0.0,INR
PO04203,POL004203,V0032,2026-01-24,MAN-018,2,2779.87,0.12,INR
PO04204,POL004204,V0086,2026-01-20,IT -151,10,14744.53,0.12,INR
PO04205,POL004205,V0418,2026-03-08,OFF-013,100,234.7,0.0,INR
PO04206,POL004206,V0333,2026-05-04,FAC-112,10,3598.63,0.18,INR
