receipt_id,receipt_line_id,po_id,po_line_id,receipt_date,item_id,quantity_received
GR05984,GRL005984,PO04597,POL004597,2026-07-11,MAR-047,1.25
GR05985,GRL005985,PO01350,POL001350,2026-07-02,UTI-129,125.0
GR05986,GRL005986,PO00722,POL000722,2026-02-13,OFF-055,50.0
GR05987,GRL005987,PO00620,POL000620,2026-06-19,LOG-098,1.5
GR05988,GRL005988,PO04707,POL004707,2026-08-21,IT -145,1.0
GR05989,GRL005989,PO00543,POL000543,2026-04-28,IT -122,0.75
GR05990,GRL005990,PO01350,POL001350,2026-07-01,UTI-129,62.5
GR05991,GRL005991,PO01740,POL001740,2026-07-25,PRO-103,62.5
GR05992,GRL005992,PO00322,POL000322,2026-05-29,IT -151,1.25
GR05993,GRL005993,PO00913,POL000913,2026-07-21,LOG-010,15.0
GR05994,GRL005994,PO02259,POL002259,2026-06-04,UTI-126,3.75
GR05995,GRL005995,PO01304,POL001304,2026-08-12,PRO-067,2.5
GR05996,GRL005996,PO04397,POL004397,2026-06-11,LOG-120,0.75
GR05997,GRL005997,PO00385,POL000385,2026-05-14,PRO-126,0.75
GR05998,GRL005998,PO00683,POL000683,2026-03-02,OFF-007,0.75
GR05999,GRL005999,PO04139,POL004139,2026-08-27,IT -074,12.5
GR06000,GRL006000,PO04288,POL004288,2026-01-24,IT -124,0.75
GR06001,GRL006001,PO04440,POL004440,2026-06-03,OFF-028,5.0
GR06002,GRL006002,PO01376,POL001376,2026-04-01,FAC-028,1.25
GR06003,GRL006003,PO04946,POL004946,2026-03-11,UTI-107,0.5
GR06004,GRL006004,PO03835,POL003835,2026-09-09,LOG-121,25.0
GR06005,GRL006005,PO01552,POL001552,2026-07-14,OFF-043,75.0
GR06006,GRL006006,PO03819,POL003819,2026-06-19,UTI-122,7.5
GR06007,GRL006007,PO01852,POL001852,2026-06-02,MAN-045,250.0
GR06008,GRL006008,PO00850,POL000850,2026-07-18,FAC-024,5.0
GR06009,GRL006009,PO02192,POL002192,2026-02-16,PRO-159,25.0
GR06010,GRL006010,PO04896,POL004896,2026-03-24,MAR-071,12.5
GR06011,GRL006011,PO02141,POL002141,2026-05-21,MAR-028,2.5
GR06012,GRL006012,PO02056,POL002056,2026-02-26,FAC-064,0.25
GR06013,GRL006013,PO03334,POL003334,2026-04-20,FAC-071,0.5
GR06014,GRL006014,PO01519,POL001519,2026-03-16,FAC-106,125.0
GR06015,GRL006015,PO01020,POL001020,2026-03-24,IT -127,75.0
GR06016,GRL006016,PO01922,POL001922,2026-08-29,LOG-038,0.75
GR06017,GRL006017,PO01429,POL001429,2026-05-28,PRO-050,7.5
GR06018,GRL006018,PO02231,POL002231,2026-07-29,OFF-159,75.0
GR06019,GRL006019,PO01807,POL001807,2026-04-14,IT -108,62.5
GR06020,GRL006020,PO03133,POL003133,2026-06-28,IT -082,125.0
GR06021,GRL006021,PO03203,POL003203,2026-02-27,PRO-141,5.0
GR06022,GRL006022,PO02589,POL002589,2026-03-26,MAN-051,50.0
GR06023,GRL006023,PO02057,POL002057,2026-06-24,IT -091,50.0
GR06024,GRL006024,PO04555,POL004555,2026-07-23,MAR-020,15.0
GR06025,GRL006025,PO04834,POL004834,2026-02-21,FAC-007,125.0
GR06026,GRL006026,PO04278,POL004278,2026-04-05,MAR-040,1.25
GR06027,GRL006027,PO02209,POL002209,2026-03-26,FAC-160,0.5
GR06028,GRL006028,PO04431,POL004431,2026-05-07,IT -075,125.0
GR06029,GRL006029,PO04025,POL004025,2026-04-27,FAC-149,3.75
GR06030,GRL006030,PO03923,POL003923,2026-06-23,UTI-020,10.0
GR06031,GRL006031,PO04403,POL004403,2026-05-28,PRO-122,75.0
GR06032,GRL006032,PO01718,POL001718,2026-06-11,IT -154,10.0
GR06033,GRL006033,PO04632,POL004632,2026-07-27,MAR-062,0.5
GR06034,GRL006034,PO03507,POL003507,2026-03-17,LOG-044,25.0
GR06035,GRL006035,PO00876,POL000876,2026-07-22,UTI-137,5.0
GR06036,GRL006036,PO04365,POL004365,2026-03-12,PRO-113,375.0
GR06037,GRL006037,PO01476,POL001476,2026-03-22,OFF-057,50.0
GR06038,GRL006038,PO02500,POL002500,2026-08-08,LOG-124,250.0
GR06039,GRL006039,PO02960,POL002960,2026-06-25,PRO-146,3.75
GR06040,GRL006040,PO00924,POL000924,2026-07-14,PRO-030,62.5
GR06041,GRL006041,PO00577,POL000577,2026-05-17,OFF-150,5.0
GR06042,GRL006042,PO04415,POL004415,2026-08-10,UTI-158,375.0
GR06043,GRL006043,PO00280,POL000280,2026-04-10,UTI-105,25.0
GR06044,GRL006044,PO01147,POL001147,2026-06-05,FAC-065,125.0
GR06045,GRL006045,PO02632,POL002632,2026-06-04,LOG-017,37.5
GR06046,GRL006046,PO02364,POL002364,2026-01-28,LOG-054,0.5
GR06047,GRL006047,PO01681,POL001681,2026-05-29,IT -158,3.75
GR06048,GRL006048,PO02675,POL002675,2026-02-26,PRO-033,75.0
GR06049,GRL006049,PO02249,POL002249,2026-06-02,IT -159,5.0
GR06050,GRL006050,PO03089,POL003089,2026-05-26,LOG-153,12.5
GR06051,GRL006051,PO00929,POL000929,2026-08-04,PRO-092,7.5
GR06052,GRL006052,PO01424,POL001424,2026-04-19,FAC-110,10.0
GR06053,GRL006053,PO04671,POL004671,2026-05-02,MAR-005,125.0
GR06054,GRL006054,PO01722,POL001722,2026-08-21,IT -063,1.25
GR06055,GRL006055,PO01806,POL001806,2026-03-26,IT -106,75.0
GR06056,GRL006056,PO01591,POL001591,2026-04-26,IT -030,187.5
GR06057,GRL006057,PO00739,POL000739,2026-01-07,LOG-082,7.5
GR06058,GRL006058,PO01228,POL001228,2026-07-31,FAC-092,1.5
GR06059,GRL006059,PO01448,POL001448,2026-06-02,PRO-138,75.0
GR06060,GRL006060,PO00160,POL000160,2026-07-18,MAN-137,125.0
GR06061,GRL006061,PO03711,POL003711,2026-05-01,UTI-079,2.5
GR06062,GRL006062,PO04615,POL004615,2026-02-09,LOG-018,37.5
GR06063,GRL006063,PO03542,POL003542,2026-08-18,OFF-151,25.0
GR06064,GRL006064,PO00385,POL000385,2026-06-08,PRO-126,0.75
GR06065,GRL006065,PO01655,POL001655,2026-02-20,IT -023,50.0
GR06066,GRL006066,PO01264,POL001264,2026-01-14,IT -050,125.0
GR06067,GRL006067,PO03380,POL003380,2026-06-07,MAR-087,0.25
GR06068,GRL006068,PO00573,POL000573,2026-08-08,FAC-135,125.0
GR06069,GRL006069,PO04810,POL004810,2026-04-07,IT -159,3.75
GR06070,GRL006070,PO03400,POL003400,2026-05-23,LOG-087,250.0
GR06071,GRL006071,PO02460,POL002460,2026-02-10,OFF-019,50.0
GR06072,GRL006072,PO03934,POL003934,2026-05-12,PRO-088,37.5
GR06073,GRL006073,PO01380,POL001380,2026-09-19,FAC-078,5.0
GR06074,GRL006074,PO02537,POL002537,2026-03-24,IT -151,125.0
GR06075,GRL006075,PO01162,POL001162,2026-03-23,IT -040,250.0
GR06076,GRL006076,PO02978,POL002978,2026-04-02,MAN-015,375.0
GR06077,GRL006077,PO03631,POL003631,2026-07-10,PRO-106,25.0
GR06078,GRL006078,PO00822,POL000822,2026-09-05,IT -065,375.0
GR06079,GRL006079,PO02439,POL002439,2026-07-19,UTI-100,5.0
GR06080,GRL006080,PO00988,POL000988,2026-05-22,IT -038,1.5
GR06081,GRL006081,PO02826,POL002826,2026-03-25,UTI-026,0.5
GR06082,GRL006082,PO00510,POL000510,2026-03-29,UTI-124,2.5
GR06083,GRL006083,PO01041,POL001041,2026-03-31,IT -064,2.5
GR06084,GRL006084,PO02758,POL002758,2026-06-07,OFF-112,0.5
GR06085,GRL006085,PO04632,POL004632,2026-08-13,MAR-062,0.75
GR06086,GRL006086,PO01115,POL001115,2026-07-30,FAC-071,0.25
GR06087,GRL006087,PO04147,POL004147,2026-01-25,MAR-119,75.0
GR06088,GRL006088,PO02645,POL002645,2026-01-26,MAN-001,0.5
GR06089,GRL006089,PO02410,POL002410,2026-05-02,IT -004,1.5
GR06090,GRL006090,PO00211,POL000211,2026-05-12,OFF-033,50.0
GR06091,GRL006091,PO00290,POL000290,2026-06-16,IT -048,2.5
GR06092,GRL006092,PO04166,POL004166,2026-04-05,LOG-122,12.5
GR06093,GRL006093,PO02869,POL002869,2026-07-07,FAC-016,0.5
GR06094,GRL006094,PO03683,POL003683,2026-02-18,OFF-097,250.0
GR06095,GRL006095,PO01339,POL001339,2026-05-27,MAN-148,3.75
GR06096,GRL006096,PO03274,POL003274,2026-07-05,MAR-054,25.0
GR06097,GRL006097,PO04848,POL004848,2026-06-28,MAN-101,10.0
GR06098,GRL006098,PO04615,POL004615,2026-01-07,LOG-018,37.5
GR06099,GRL006099,PO01447,POL001447,2026-03-22,OFF-072,2.5
GR06100,GRL006100,PO00589,POL000589,2026-03-24,UTI-135,125.0
GR06101,GRL006101,PO02933,POL002933,2026-06-28,PRO-086,125.0
GR06102,GRL006102,PO01195,POL001195,2026-08-22,MAN-030,187.5
GR06103,GRL006103,PO01225,POL001225,2026-04-06,LOG-144,3.75
GR06104,GRL006104,PO00591,POL000591,2026-07-07,MAN-025,250.0
GR06105,GRL006105,PO01476,POL001476,2026-04-14,OFF-057,50.0
GR06106,GRL006106,PO02918,POL002918,2026-02-27,OFF-044,15.0
GR06107,GRL006107,PO03129,POL003129,2026-02-04,IT -069,5.0
GR06108,GRL006108,PO00084,POL000084,2026-07-09,OFF-074,7.5
GR06109,GRL006109,PO02995,POL002995,2026-02-20,OFF-132,5.0
GR06110,GRL006110,PO00915,POL000915,2026-07-14,FAC-123,250.0
GR06111,GRL006111,PO01804,POL001804,2026-08-15,OFF-040,125.0
GR06112,GRL006112,PO00932,POL000932,2026-02-10,PRO-132,0.25
GR06113,GRL006113,PO02012,POL002012,2026-05-21,FAC-089,5.0
GR06114,GRL006114,PO04810,POL004810,2026-04-28,IT -159,1.25
GR06115,GRL006115,PO03642,POL003642,2026-03-28,IT -045,37.5
GR06116,GRL006116,PO01650,POL001650,2026-02-28,LOG-077,1.25
GR06117,GRL006117,PO04009,POL004009,2026-03-20,FAC-063,5.0
GR06118,GRL006118,PO02543,POL002543,2026-08-22,MAR-014,5.0
GR06119,GRL006119,PO01959,POL001959,2026-05-07,FAC-140,50.0
GR06120,GRL006120,PO03717,POL003717,2026-04-12,LOG-007,5.0
GR06121,GRL006121,PO01575,POL001575,2026-02-28,PRO-020,125.0
GR06122,GRL006122,PO04985,POL004985,2026-07-12,MAN-148,1.0
GR06123,GRL006123,PO01386,POL001386,2026-08-10,MAR-146,5.0
GR06124,GRL006124,PO01141,POL001141,2026-05-27,IT -011,1.0
GR06125,GRL006125,PO01096,POL001096,2026-06-22,MAR-059,187.5
GR06126,GRL006126,PO00385,POL000385,2026-05-17,PRO-126,0.5
GR06127,GRL006127,PO04441,POL004441,2026-07-25,LOG-103,2.5
GR06128,GRL006128,PO00685,POL000685,2026-08-31,FAC-014,5.0
GR06129,GRL006129,PO02300,POL002300,2026-07-16,MAR-105,125.0
GR06130,GRL006130,PO03635,POL003635,2026-03-08,OFF-040,187.5
GR06131,GRL006131,PO04092,POL004092,2026-05-10,IT -106,7.5
GR06132,GRL006132,PO03158,POL003158,2026-05-06,PRO-010,250.0
GR06133,GRL006133,PO01509,POL001509,2026-08-02,IT -054,187.5
GR06134,GRL006134,PO04043,POL004043,2026-07-02,OFF-070,1.25
GR06135,GRL006135,PO03309,POL003309,2026-04-17,LOG-137,75.0
GR06136,GRL006136,PO04857,POL004857,2026-08-24,MAN-085,37.5
GR06137,GRL006137,PO00108,POL000108,2026-06-21,LOG-024,125.0
GR06138,GRL006138,PO04864,POL004864,2026-02-20,MAN-115,5.0
GR06139,GRL006139,PO03523,POL003523,2026-04-01,OFF-049,0.5
GR06140,GRL006140,PO00472,POL000472,2026-02-27,FAC-020,5.0
GR06141,GRL006141,PO00019,POL000019,2026-01-16,LOG-077,37.5
GR06142,GRL006142,PO01057,POL001057,2026-07-06,MAR-002,10.0
GR06143,GRL006143,PO02098,POL002098,2026-03-02,PRO-114,0.5
GR06144,GRL006144,PO03141,POL003141,2026-03-24,IT -107,62.5
GR06145,GRL006145,PO04243,POL004243,2026-09-01,MAR-003,5.0
GR06146,GRL006146,PO01734,POL001734,2026-07-25,PRO-155,0.75
GR06147,GRL006147,PO00727,POL000727,2026-03-12,PRO-092,5.0
GR06148,GRL006148,PO02362,POL002362,2026-04-23,IT -136,15.0
GR06149,GRL006149,PO03197,POL003197,2026-05-23,IT -082,5.0
GR06150,GRL006150,PO03909,POL003909,2026-08-23,UTI-060,15.0
GR06151,GRL006151,PO03691,POL003691,2026-07-02,MAR-118,0.5
GR06152,GRL006152,PO01283,POL001283,2026-08-12,UTI-041,5.0
GR06153,GRL006153,PO04298,POL004298,2026-06-09,OFF-093,37.5
GR06154,GRL006154,PO03878,POL003878,2026-07-14,PRO-096,125.0
GR06155,GRL006155,PO03060,POL003060,2026-03-31,MAN-084,0.5
GR06156,GRL006156,PO04814,POL004814,2026-03-11,UTI-103,62.5
GR06157,GRL006157,PO02757,POL002757,2026-02-01,PRO-130,50.0
GR06158,GRL006158,PO01723,POL001723,2026-04-04,FAC-136,5.0
GR06159,GRL006159,PO04355,POL004355,2026-05-01,OFF-118,0.25
GR06160,GRL006160,PO04704,POL004704,2026-06-13,OFF-153,1.0
GR06161,GRL006161,PO04824,POL004824,2026-03-15,MAR-052,187.5
GR06162,GRL006162,PO01363,POL001363,2026-06-12,MAR-089,5.0
GR06163,GRL006163,PO03901,POL003901,2026-04-07,FAC-020,62.5
GR06164,GRL006164,PO00403,POL000403,2026-06-23,OFF-078,62.5
GR06165,GRL006165,PO04341,POL004341,2026-04-01,MAN-095,1.25
GR06166,GRL006166,PO03487,POL003487,2026-08-08,IT -013,15.0
GR06167,GRL006167,PO04363,POL004363,2026-06-30,PRO-016,62.5
GR06168,GRL006168,PO01782,POL001782,2026-02-17,OFF-125,7.5
GR06169,GRL006169,PO02530,POL002530,2026-08-14,PRO-002,15.0
GR06170,GRL006170,PO01675,POL001675,2026-02-20,PRO-008,75.0
GR06171,GRL006171,PO02146,POL002146,2026-03-14,PRO-001,0.75
GR06172,GRL006172,PO03285,POL003285,2026-07-30,FAC-102,25.0
GR06173,GRL006173,PO03840,POL003840,2026-07-19,LOG-030,37.5
GR06174,GRL006174,PO00065,POL000065,2026-07-09,FAC-126,15.0
GR06175,GRL006175,PO03625,POL003625,2026-03-25,FAC-069,1.0
GR06176,GRL006176,PO04404,POL004404,2026-06-24,FAC-054,375.0
GR06177,GRL006177,PO01521,POL001521,2026-06-06,IT -040,75.0
GR06178,GRL006178,PO02623,POL002623,2026-05-09,OFF-004,2.5
GR06179,GRL006179,PO01745,POL001745,2026-08-13,MAN-114,125.0
GR06180,GRL006180,PO03765,POL003765,2026-02-18,PRO-089,0.75
GR06181,GRL006181,PO02222,POL002222,2026-07-05,UTI-052,1.5
GR06182,GRL006182,PO02858,POL002858,2026-03-12,IT -019,3.75
GR06183,GRL006183,PO00070,POL000070,2026-08-27,LOG-052,12.5
GR06184,GRL006184,PO00455,POL000455,2026-07-13,MAR-084,2.5
GR06185,GRL006185,PO02605,POL002605,2026-03-17,FAC-043,5.0
GR06186,GRL006186,PO00657,POL000657,2026-04-07,IT -025,10.0
GR06187,GRL006187,PO04089,POL004089,2026-04-22,OFF-023,375.0
GR06188,GRL006188,PO00416,POL000416,2026-05-18,LOG-055,12.5
GR06189,GRL006189,PO02891,POL002891,2026-02-15,MAN-123,125.0
GR06190,GRL006190,PO02832,POL002832,2026-06-03,MAR-015,125.0
GR06191,GRL006191,PO01314,POL001314,2026-05-03,PRO-137,0.25
GR06192,GRL006192,PO04138,POL004138,2026-02-07,IT -036,50.0
GR06193,GRL006193,PO02667,POL002667,2026-08-25,MAR-103,0.25
GR06194,GRL006194,PO01541,POL001541,2026-01-30,FAC-002,5.0
GR06195,GRL006195,PO02777,POL002777,2026-03-08,UTI-143,50.0
GR06196,GRL006196,PO02996,POL002996,2026-06-16,IT -160,25.0
GR06197,GRL006197,PO04940,POL004940,2026-08-19,MAR-009,15.0
GR06198,GRL006198,PO00483,POL000483,2026-06-02,MAN-126,187.5
GR06199,GRL006199,PO02640,POL002640,2026-06-10,FAC-009,1.5
GR06200,GRL006200,PO00525,POL000525,2026-05-07,UTI-024,15.0
GR06201,GRL006201,PO02510,POL002510,2026-03-03,MAN-127,1.0
GR06202,GRL006202,PO02200,POL002200,2026-06-30,UTI-143,1.0
GR06203,GRL006203,PO01160,POL001160,2026-03-17,FAC-018,7.5
GR06204,GRL006204,PO02098,POL002098,2026-03-05,PRO-114,0.75
GR06205,GRL006205,PO00776,POL000776,2026-01-21,IT -025,2.5
GR06206,GRL006206,PO03548,POL003548,2026-04-18,IT -112,15.0
GR06207,GRL006207,PO02782,POL002782,2026-04-07,IT -028,1.0
GR06208,GRL006208,PO03966,POL003966,2026-06-20,OFF-113,3.75
GR06209,GRL006209,PO03255,POL003255,2026-06-06,FAC-155,0.5
GR06210,GRL006210,PO03982,POL003982,2026-04-11,MAR-131,62.5
GR06211,GRL006211,PO04714,POL004714,2026-05-20,FAC-095,0.5
GR06212,GRL006212,PO03039,POL003039,2026-04-16,IT -098,12.5
GR06213,GRL006213,PO03361,POL003361,2026-06-01,MAN-119,50.0
GR06214,GRL006214,PO03295,POL003295,2026-08-15,UTI-002,1.25
GR06215,GRL006215,PO01600,POL001600,2026-03-16,FAC-158,1.25
GR06216,GRL006216,PO00378,POL000378,2026-04-12,UTI-106,75.0
GR06217,GRL006217,PO01149,POL001149,2026-02-27,UTI-068,15.0
GR06218,GRL006218,PO00745,POL000745,2026-03-02,LOG-030,37.5
GR06219,GRL006219,PO01014,POL001014,2026-03-22,MAN-035,1.25
GR06220,GRL006220,PO02853,POL002853,2026-04-26,IT -091,25.0
GR06221,GRL006221,PO02747,POL002747,2026-02-18,OFF-044,5.0
GR06222,GRL006222,PO03044,POL003044,2026-05-18,OFF-005,0.25
GR06223,GRL006223,PO00646,POL000646,2026-04-22,IT -039,187.5
GR06224,GRL006224,PO02558,POL002558,2026-08-07,MAR-090,2.5
GR06225,GRL006225,PO02587,POL002587,2026-04-09,MAR-059,25.0
GR06226,GRL006226,PO04002,POL004002,2026-07-01,PRO-121,1.5
GR06227,GRL006227,PO00054,POL000054,2026-01-16,IT -070,2.5
GR06228,GRL006228,PO03367,POL003367,2026-08-31,MAR-005,50.0
GR06229,GRL006229,PO01866,POL001866,2026-03-14,MAN-114,125.0
GR06230,GRL006230,PO01451,POL001451,2026-07-05,MAR-008,0.5
GR06231,GRL006231,PO00395,POL000395,2026-02-25,UTI-120,125.0
GR06232,GRL006232,PO02113,POL002113,2026-08-18,IT -130,7.5
GR06233,GRL006233,PO02460,POL002460,2026-01-19,OFF-019,50.0
GR06234,GRL006234,PO00473,POL000473,2026-05-12,IT -141,25.0
GR06235,GRL006235,PO03136,POL003136,2026-08-01,MAR-035,75.0
GR06236,GRL006236,PO02587,POL002587,2026-05-26,MAR-059,75.0
GR06237,GRL006237,PO02253,POL002253,2026-06-01,UTI-002,2.5
GR06238,GRL006238,PO01413,POL001413,2026-04-24,UTI-018,3.75
GR06239,GRL006239,PO01729,POL001729,2026-04-26,FAC-012,37.5
GR06240,GRL006240,PO03624,POL003624,2026-03-21,IT -083,10.0
GR06241,GRL006241,PO04653,POL004653,2026-07-21,MAN-042,375.0
GR06242,GRL006242,PO03579,POL003579,2026-02-10,MAR-034,0.75
GR06243,GRL006243,PO03134,POL003134,2026-03-08,LOG-149,1.0
GR06244,GRL006244,PO01411,POL001411,2026-08-12,PRO-141,0.75
GR06245,GRL006245,PO02431,POL002431,2026-07-18,IT -022,75.0
GR06246,GRL006246,PO00862,POL000862,2026-07-02,LOG-059,50.0
GR06247,GRL006247,PO00388,POL000388,2026-01-09,PRO-058,2.5
GR06248,GRL006248,PO02160,POL002160,2026-02-11,IT -044,2.5
GR06249,GRL006249,PO00385,POL000385,2026-06-16,PRO-126,0.5
GR06250,GRL006250,PO03906,POL003906,2026-03-06,LOG-098,10.0
GR06251,GRL006251,PO04434,POL004434,2026-04-13,IT -060,62.5
GR06252,GRL006252,PO00424,POL000424,2026-09-07,IT -086,37.5
GR06253,GRL006253,PO02180,POL002180,2026-03-14,IT -130,125.0
GR06254,GRL006254,PO01887,POL001887,2026-03-13,UTI-001,25.0
GR06255,GRL006255,PO01970,POL001970,2026-06-22,OFF-078,62.5
GR06256,GRL006256,PO04784,POL004784,2026-09-11,PRO-130,1.5
GR06257,GRL006257,PO00300,POL000300,2026-03-12,LOG-099,50.0
GR06258,GRL006258,PO02657,POL002657,2026-05-31,MAN-088,0.75
GR06259,GRL006259,PO02428,POL002428,2026-08-07,MAR-026,50.0
GR06260,GRL006260,PO04108,POL004108,2026-03-19,PRO-138,12.5
GR06261,GRL006261,PO00706,POL000706,2026-08-06,PRO-129,62.5
GR06262,GRL006262,PO00019,POL000019,2026-02-15,LOG-077,37.5
GR06263,GRL006263,PO02254,POL002254,2026-08-25,UTI-046,10.0
GR06264,GRL006264,PO00181,POL000181,2026-05-30,MAR-045,3.75
GR06265,GRL006265,PO00864,POL000864,2026-06-07,UTI-082,50.0
GR06266,GRL006266,PO04008,POL004008,2026-04-14,MAN-135,50.0
GR06267,GRL006267,PO03258,POL003258,2026-02-09,OFF-084,187.5
GR06268,GRL006268,PO03416,POL003416,2026-04-03,MAN-069,1.5
GR06269,GRL006269,PO00315,POL000315,2026-05-02,FAC-108,10.0
GR06270,GRL006270,PO03911,POL003911,2026-05-25,MAR-081,0.25
GR06271,GRL006271,PO00501,POL000501,2026-02-10,MAR-001,0.5
GR06272,GRL006272,PO01935,POL001935,2026-01-28,UTI-079,5.0
GR06273,GRL006273,PO04712,POL004712,2026-02-26,PRO-058,0.75
GR06274,GRL006274,PO02959,POL002959,2026-03-19,FAC-134,10.0
GR06275,GRL006275,PO00540,POL000540,2026-07-07,LOG-146,375.0
GR06276,GRL006276,PO03257,POL003257,2026-01-31,UTI-037,62.5
GR06277,GRL006277,PO04720,POL004720,2026-07-15,MAR-068,62.5
GR06278,GRL006278,PO03888,POL003888,2026-05-12,PRO-049,375.0
GR06279,GRL006279,PO01503,POL001503,2026-03-29,IT -118,5.0
GR06280,GRL006280,PO02037,POL002037,2026-06-12,PRO-086,187.5
GR06281,GRL006281,PO01378,POL001378,2026-07-04,MAR-151,0.25
GR06282,GRL006282,PO04756,POL004756,2026-03-10,MAR-105,0.75
GR06283,GRL006283,PO04316,POL004316,2026-04-11,LOG-140,10.0
GR06284,GRL006284,PO02094,POL002094,2026-05-22,LOG-147,5.0
GR06285,GRL006285,PO00646,POL000646,2026-05-19,IT -039,125.0
GR06286,GRL006286,PO01317,POL001317,2026-03-05,UTI-115,5.0
GR06287,GRL006287,PO03848,POL003848,2026-01-16,PRO-126,1.25
GR06288,GRL006288,PO02413,POL002413,2026-01-16,IT -092,1.0
GR06289,GRL006289,PO03542,POL003542,2026-07-06,OFF-151,12.5
GR06290,GRL006290,PO00580,POL000580,2026-02-28,LOG-103,0.25
GR06291,GRL006291,PO02571,POL002571,2026-02-28,PRO-109,2.5
GR06292,GRL006292,PO00374,POL000374,2026-07-05,LOG-042,375.0
GR06293,GRL006293,PO01110,POL001110,2026-01-09,OFF-143,125.0
GR06294,GRL006294,PO01266,POL001266,2026-04-26,LOG-010,0.5
GR06295,GRL006295,PO02975,POL002975,2026-08-03,LOG-003,25.0
GR06296,GRL006296,PO03752,POL003752,2026-08-20,MAN-054,1.5
GR06297,GRL006297,PO02514,POL002514,2026-03-20,PRO-070,1.25
GR06298,GRL006298,PO00113,POL000113,2026-03-19,UTI-154,62.5
GR06299,GRL006299,PO04912,POL004912,2026-07-11,IT -105,125.0
GR06300,GRL006300,PO03252,POL003252,2026-03-22,LOG-050,2.5
GR06301,GRL006301,PO02637,POL002637,2026-05-06,FAC-044,0.25
GR06302,GRL006302,PO03407,POL003407,2026-07-10,UTI-087,2.5
GR06303,GRL006303,PO04555,POL004555,2026-08-30,MAR-020,15.0
GR06304,GRL006304,PO01428,POL001428,2026-01-23,OFF-076,25.0
GR06305,GRL006305,PO01032,POL001032,2026-04-21,LOG-148,7.5
GR06306,GRL006306,PO04922,POL004922,2026-08-14,LOG-091,125.0
GR06307,GRL006307,PO04436,POL004436,2026-02-17,OFF-144,2.5
GR06308,GRL006308,PO02376,POL002376,2026-07-23,UTI-081,12.5
GR06309,GRL006309,PO03803,POL003803,2026-03-20,IT -014,15.0
GR06310,GRL006310,PO02838,POL002838,2026-07-17,LOG-052,25.0
GR06311,GRL006311,PO00644,POL000644,2026-02-24,IT -148,0.5
GR06312,GRL006312,PO01540,POL001540,2026-06-11,LOG-055,50.0
GR06313,GRL006313,PO02531,POL002531,2026-02-13,LOG-159,15.0
GR06314,GRL006314,PO04252,POL004252,2026-01-28,IT -160,75.0
GR06315,GRL006315,PO01770,POL001770,2026-07-23,MAN-076,1.0
GR06316,GRL006316,PO02951,POL002951,2026-09-06,PRO-005,1.0
GR06317,GRL006317,PO04141,POL004141,2026-01-22,MAN-033,125.0
GR06318,GRL006318,PO02762,POL002762,2026-03-10,MAR-068,125.0
GR06319,GRL006319,PO04057,POL004057,2026-04-04,OFF-126,25.0
GR06320,GRL006320,PO02787,POL002787,2026-05-25,IT -110,0.75
GR06321,GRL006321,PO04130,POL004130,2026-08-11,IT -085,10.0
GR06322,GRL006322,PO01100,POL001100,2026-07-23,PRO-019,62.5
GR06323,GRL006323,PO04381,POL004381,2026-04-10,MAR-138,62.5
GR06324,GRL006324,PO01296,POL001296,2026-04-26,MAR-133,25.0
GR06325,GRL006325,PO02803,POL002803,2026-08-05,UTI-146,187.5
GR06326,GRL006326,PO03755,POL003755,2026-03-01,LOG-148,1.5
GR06327,GRL006327,PO03915,POL003915,2026-02-26,FAC-049,62.5
GR06328,GRL006328,PO03474,POL003474,2026-05-02,FAC-080,5.0
GR06329,GRL006329,PO03657,POL003657,2026-07-07,OFF-050,62.5
GR06330,GRL006330,PO02041,POL002041,2026-06-27,PRO-152,15.0
GR06331,GRL006331,PO03604,POL003604,2026-08-20,MAN-092,37.5
GR06332,GRL006332,PO00762,POL000762,2026-01-29,LOG-035,1.0
GR06333,GRL006333,PO03085,POL003085,2026-04-26,IT -137,1.5
GR06334,GRL006334,PO02662,POL002662,2026-01-31,IT -035,3.75
GR06335,GRL006335,PO04511,POL004511,2026-03-07,LOG-107,0.5
GR06336,GRL006336,PO01681,POL001681,2026-06-04,IT -158,3.75
GR06337,GRL006337,PO02238,POL002238,2026-08-02,MAR-097,15.0
GR06338,GRL006338,PO03423,POL003423,2026-04-29,PRO-052,62.5
GR06339,GRL006339,PO03725,POL003725,2026-09-12,UTI-109,3.75
GR06340,GRL006340,PO03503,POL003503,2026-03-20,FAC-011,125.0
GR06341,GRL006341,PO03507,POL003507,2026-01-31,LOG-044,25.0
GR06342,GRL006342,PO01130,POL001130,2026-05-15,OFF-132,0.5
GR06343,GRL006343,PO04651,POL004651,2026-04-26,LOG-004,2.5
GR06344,GRL006344,PO00763,POL000763,2026-08-03,IT -062,2.5
GR06345,GRL006345,PO02515,POL002515,2026-06-04,OFF-144,187.5
GR06346,GRL006346,PO01366,POL001366,2026-08-10,MAR-026,7.5
GR06347,GRL006347,PO00753,POL000753,2026-05-03,OFF-075,1.5
GR06348,GRL006348,PO04552,POL004552,2026-04-02,PRO-056,37.5
GR06349,GRL006349,PO01744,POL001744,2026-06-23,IT -142,25.0
GR06350,GRL006350,PO04155,POL004155,2026-07-05,UTI-060,15.0
GR06351,GRL006351,PO01344,POL001344,2026-04-02,FAC-129,125.0
GR06352,GRL006352,PO02539,POL002539,2026-04-03,MAN-115,10.0
